update,scenario,rollout_reward_mean,episode_count,coverage_ratio,inspection_success_rate,target_detection_rate,mission_success,mission_time,collision_count,invalid_action_count,policy_loss,value_loss,entropy,approx_kl,clip_fraction
179,1,4.962513691791173,54,0.119375,0.125,0.125,0,67,0,0,-0.0005872100591659546,6114.19091796875,0.9862197041511536,0.00040426221676170826,0.0
180,1,3.2050714039251034,54,0.298125,0.375,0.375,0,323,0,0,-0.0004321585001889616,2124.3740234375,1.1094290018081665,0.0001402961352141574,0.0
181,1,7.318615713098552,55,0.025625,0.0,0.0,0,11,0,0,-5.327537655830383e-05,10308.1875,0.7319111227989197,-0.00034446921199560165,0.0
182,1,3.0856309963273816,55,0.25125,0.375,0.375,0,267,0,0,2.6129186153411865e-05,1249.6246337890625,1.1469348669052124,-0.0005111569189466536,0.0
183,1,2.59666469747026,55,0.405,0.625,0.625,0,523,0,0,-0.00015813919890206307,1222.155517578125,1.0958184003829956,0.00013122234668117017,0.0
184,1,7.7370136408135295,55,0.4125,0.625,0.625,0,779,0,0,-4.2355310142738745e-05,11154.830078125,0.6526731252670288,0.0001538343058200553,0.0
185,1,6.774188875278924,56,0.093125,0.0,0.0,0,35,0,0,1.4657775864179712e-05,9283.943359375,0.6474564671516418,3.7964124203426763e-05,0.0
186,1,2.953979224708746,56,0.36375,0.125,0.125,0,291,0,0,-0.00031239292002283037,1637.01025390625,1.005235195159912,0.00011930498294532299,0.0
187,1,7.1493902102374705,56,0.454375,0.125,0.125,0,547,0,0,-0.00012950848031323403,9711.234375,0.7560475468635559,6.478248542407528e-05,0.0
188,1,7.7522864593192935,56,0.46875,0.125,0.125,0,803,0,0,-8.037686347961426e-05,11062.94921875,0.6730494499206543,-8.059044489527878e-07,0.0
189,1,6.070492796745384,57,0.069375,0.0,0.0,0,59,0,0,-9.379535913467407e-05,8070.74169921875,0.7212502360343933,3.485288470983505e-05,0.0
190,1,0.5431636393623194,57,0.393125,0.0,0.25,0,315,0,0,-0.0005099549889564514,232.24569702148438,1.1519899368286133,-0.00012536067515611649,0.0
191,1,2.9020706554892968,57,0.485625,0.25,0.25,0,571,0,0,-0.0001375215797452256,1492.2994384765625,0.9936348795890808,0.00023341442283708602,0.0
192,1,5.358478383044712,57,0.58875,0.25,0.5,0,827,0,0,-3.0421962947002612e-05,6133.00537109375,0.7741336226463318,0.00018739800725597888,0.0
193,1,4.001917560090078,58,0.146875,0.0,0.0,0,83,0,0,-2.9166540116420947e-05,2202.967041015625,1.0355267524719238,-6.8596018536482e-05,0.0
194,1,2.834913668630179,58,0.53625,0.25,0.375,0,339,0,0,-7.568547880509868e-05,1836.7056884765625,1.0404853820800781,1.7462842151871882e-05,0.0
195,1,5.334873913678166,58,0.549375,0.375,0.375,0,595,0,0,-0.00012395034718792886,6891.27978515625,0.9285364151000977,6.673089228570461e-05,0.0
196,1,2.310231634452066,58,0.611875,0.5,0.625,0,851,0,0,-0.00036743408418260515,1368.634521484375,1.1669678688049316,5.845562554895878e-06,0.0
197,1,3.2087878813326824,59,0.185,0.25,0.5,0,107,0,0,-9.57221127464436e-05,2004.846435546875,0.9795220494270325,0.00014512722555082291,0.0
198,1,2.2518055448454106,59,0.358125,0.75,0.75,0,363,0,0,-0.00016878607857506722,516.4478149414062,0.9968344569206238,-8.69652722030878e-05,0.0
199,1,4.659368538255876,59,0.409375,0.875,0.875,0,619,0,0,4.797552901436575e-05,4594.08544921875,0.9059919714927673,-6.963320629438385e-05,0.0
200,1,7.645458867773414,59,0.41375,0.875,0.875,0,875,0,0,5.596627943305066e-06,10671.765625,0.6332326531410217,3.856063358398387e-06,0.0
201,1,4.7104581274907105,60,0.194375,0.125,0.125,0,131,0,0,-3.4072745620505884e-05,4406.8876953125,0.9205039143562317,-1.8940618247142993e-05,0.0
202,1,1.4362865950679407,60,0.5375,0.375,0.5,0,387,0,0,-0.00037832805537618697,175.3611602783203,1.1361432075500488,0.00020277178555261344,0.0
203,1,4.421425416308921,60,0.595625,0.5,0.5,0,643,0,0,-5.795682591269724e-05,5167.21142578125,0.9682138562202454,-4.492723383009434e-05,0.0
204,1,7.973747713491321,60,0.661875,0.5,0.5,0,899,0,0,-6.778786337235942e-05,11893.4111328125,0.6285787224769592,2.2016620278009214e-05,0.0
205,1,3.7448223668470746,61,0.294375,0.125,0.375,0,155,0,0,-0.00011621074372669682,2927.209228515625,0.8568405508995056,1.6564657926210202e-05,0.0
206,1,5.965071893162531,61,0.401875,0.375,0.375,0,411,0,0,2.335384488105774e-05,7734.9169921875,0.845568835735321,1.4801354154769797e-05,0.0
207,1,7.21357537820586,61,0.40875,0.375,0.375,0,667,0,0,-6.360001862049103e-05,9371.470703125,0.7051394581794739,4.6627286792499945e-05,0.0
208,1,7.7372637847438455,61,0.42875,0.375,0.375,0,923,0,0,-3.4332275390625e-05,11045.880859375,0.653935432434082,1.4055364772502799e-05,0.0
209,1,3.7884501543982196,62,0.249375,0.25,0.25,0,179,0,0,-4.054047167301178e-05,2504.71533203125,0.9731559157371521,2.9738526791334152e-05,0.0
210,1,5.4129965259708115,62,0.32125,0.25,0.25,0,435,0,0,-8.54035242809914e-05,5251.80078125,0.8850438594818115,5.2560197218554094e-05,0.0
211,1,7.311914108577184,62,0.344375,0.25,0.25,0,691,0,0,-4.3308984459144995e-05,10148.685546875,0.72002774477005,4.058781541971257e-06,0.0
212,1,4.945012005453464,62,0.526875,0.5,0.5,0,947,0,0,-7.473677396774292e-05,4761.791015625,0.8768806457519531,5.338030405255267e-06,0.0
213,1,2.648652219992073,64,0.135,0.0,0.0,0,84,0,0,-0.0016001127660274506,1737.13720703125,0.987775981426239,0.0003348187601659447,0.0
214,1,0.3279990828887094,64,0.305,0.0,0.0,0,340,0,0,4.8624973715050146e-05,300.69818115234375,1.260595440864563,0.0009119075839407742,0.0
215,1,3.6137561600335175,64,0.5425,0.125,0.125,0,596,0,0,0.00023811061691958457,2845.851806640625,0.9022612571716309,0.00020935448992531747,0.0
216,1,4.679629363017739,64,0.58,0.25,0.25,0,852,0,0,0.0002821187081281096,5667.0556640625,0.946738064289093,-0.0003399739507585764,0.0
217,1,5.803713635687018,65,0.215,0.5,0.5,0,108,0,0,-0.00011541694402694702,6232.0595703125,0.8118941187858582,0.00028872457914985716,0.0
218,1,2.0185909358260687,66,0.105625,0.0,0.0,0,50,0,0,-0.0004926261608488858,2099.549560546875,0.9952771067619324,-4.507989433477633e-05,0.0
219,1,1.3034720151044894,66,0.373125,0.25,0.25,0,306,0,0,-0.001526774256490171,111.65144348144531,1.1406062841415405,0.00021252881560940295,0.0
220,1,6.815569248399697,66,0.4,0.25,0.25,0,562,0,0,0.00048059769324027,8867.09765625,0.7552457451820374,-0.00022823021572548896,0.0
221,1,5.117310319968965,66,0.466875,0.375,0.5,0,818,0,0,-0.0008454049821011722,6173.640625,0.8969472050666809,0.0009735084604471922,0.0
222,1,5.22735060164996,67,0.148125,0.0,0.0,0,74,0,0,2.1569430828094482e-05,5612.11767578125,0.8436487317085266,-0.0003844471648335457,0.0
223,1,1.819823364392505,67,0.395,0.25,0.25,0,330,0,0,-0.00017189793288707733,405.4439697265625,1.1675615310668945,0.0004662425781134516,0.0
224,1,5.317905384094047,67,0.47625,0.375,0.375,0,586,0,0,0.00036796616041101515,5734.62744140625,0.920565664768219,9.492272511124611e-06,0.0
225,1,6.935588771513721,67,0.525,0.5,0.5,0,842,0,0,-0.00019329290080349892,8792.1884765625,0.7489565014839172,3.990950062870979e-06,0.0
226,1,5.242104805962299,68,0.201875,0.0,0.125,0,98,0,0,-9.129320824285969e-05,6219.0478515625,0.8517915606498718,2.8133470550528727e-05,0.0
227,1,4.0742524579691235,68,0.331875,0.125,0.125,0,354,0,0,1.889591476356145e-05,3583.349853515625,0.9799264073371887,-3.336540657983278e-06,0.0
228,1,4.33611551746435,69,0.22625,0.0,0.0,0,116,0,0,-2.680346369743347e-05,4766.150390625,0.9717195630073547,2.0024986952194013e-05,0.0
229,1,3.1184460539661814,70,0.040625,0.125,0.125,0,53,0,0,-0.0001030266284942627,1458.180419921875,1.0846410989761353,-4.476075991988182e-05,0.0
230,1,2.6293905033380724,70,0.365625,0.375,0.5,0,309,0,0,-0.0001397356390953064,1408.459716796875,1.1432973146438599,-1.6459342077723704e-05,0.0
231,1,5.558646499288443,70,0.41,0.5,0.5,0,565,0,0,-0.00014420349907595664,6878.232421875,0.8933749198913574,0.0001024705488816835,0.0
232,1,4.862598519246603,71,0.064375,0.0,0.0,0,102,0,0,-0.00017972663044929504,5907.6005859375,0.8986856937408447,7.675029337406158e-05,0.0
233,1,5.594446830811648,71,0.356875,0.0,0.0,0,358,0,0,-6.457480048993602e-05,6020.47021484375,0.9645420908927917,-1.5614399444530136e-06,0.0
234,1,4.964164047603845,72,0.12875,0.0,0.0,0,84,0,0,-0.00010294715320924297,6140.8701171875,0.9291257858276367,6.6577144934854005e-06,0.0
235,1,2.041778250306379,72,0.3525,0.0,0.0,0,340,0,0,-0.00024425238370895386,868.7188110351562,1.0445277690887451,7.877956522861496e-05,0.0
236,1,0.705432012800884,74,0.051875,0.0,0.0,0,36,0,0,-4.8058416723506525e-05,1095.1356201171875,1.1897386312484741,0.00012157376477262005,0.0
237,1,1.376511642607511,74,0.36625,0.0,0.0,0,292,0,0,-0.0015107989311218262,255.22869873046875,1.054628610610962,-0.0010378231527283788,0.0
238,1,6.472520464041963,74,0.53125,0.125,0.125,0,548,0,0,-0.0007795950514264405,8552.38671875,0.8468888401985168,0.0012926444178447127,0.0
239,1,3.823671176443895,75,0.250625,0.125,0.125,0,245,0,0,0.00033039101981557906,4020.2353515625,1.0699204206466675,-0.0006315154023468494,0.0
240,1,5.248680753444205,76,0.076875,0.0,0.25,0,44,0,0,2.545614961491083e-06,4906.283203125,0.9797148704528809,-5.1723094657063484e-05,0.0
241,1,1.353761058845521,77,0.18125,0.125,0.125,0,153,0,0,-0.0006272296304814517,989.5859375,1.2706378698349,0.0004129745939280838,0.0
242,1,2.255577804718996,77,0.31,0.25,0.375,0,409,0,0,-0.0003918806614819914,910.832275390625,1.127340316772461,-0.00016125687398016453,0.0
243,1,5.503118205902865,77,0.381875,0.5,0.5,0,665,0,0,-9.107341611525044e-05,6617.85546875,0.9076380133628845,0.0002064724249066785,0.0
244,1,2.3227943872552714,78,0.241875,0.125,0.125,0,172,0,0,-0.00016475592565257102,1396.1109619140625,1.1416584253311157,-0.00012189165136078373,0.0
245,1,2.233162829783396,78,0.326875,0.125,0.125,0,428,0,0,-0.0005959036643616855,1202.920166015625,1.1941319704055786,-0.0004804748168680817,0.0
246,1,7.0782358654541895,78,0.356875,0.125,0.125,0,684,0,0,-0.00020860445511061698,9594.8310546875,0.7159101366996765,0.00014489733439404517,0.0
247,1,4.994548300976021,79,0.208125,0.25,0.25,0,178,0,0,-0.00015635199088137597,3880.97607421875,0.9634786248207092,-8.345540845766664e-05,0.0
248,1,5.072282857741811,79,0.400625,0.375,0.375,0,434,0,0,9.486265480518341e-05,4794.92626953125,0.9339397549629211,0.00012879881251137704,0.0
249,1,4.9444028424913995,79,0.50125,0.625,0.625,0,690,0,0,4.5655917347176e-05,4968.66552734375,0.8690853714942932,-1.6160853192559443e-05,0.0
250,1,7.844153193407692,79,0.52125,0.625,0.625,0,946,0,0,-2.245977520942688e-05,11257.1923828125,0.6438488364219666,-2.049825525318738e-05,0.0
251,1,2.628567474283045,80,0.329375,0.0,0.0,0,202,0,0,-0.00038823546492494643,1294.7852783203125,1.0515480041503906,-1.0116025805473328e-05,0.0
252,1,3.5033769442379707,80,0.44625,0.125,0.125,0,458,0,0,-0.0003110425022896379,1453.1219482421875,0.9921830296516418,0.00018552861001808196,0.0
253,1,7.573824207705911,80,0.45375,0.125,0.125,0,714,0,0,6.0300033510429785e-05,10767.2685546875,0.6659219264984131,-8.968636393547058e-06,0.0
254,1,7.827364916040096,80,0.460625,0.125,0.125,0,970,0,0,-1.7502656191936694e-05,11170.2255859375,0.6115472912788391,5.828185749123804e-05,0.0
255,1,2.3353297694357025,81,0.2825,0.25,0.25,0,226,0,0,-0.0005665545468218625,738.2109985351562,1.1691476106643677,-0.0004835495783481747,0.0
256,1,6.908888670615852,81,0.4175,0.25,0.5,0,482,0,0,-0.00016564999532420188,8924.107421875,0.8165417313575745,-5.699244138668291e-05,0.0
257,1,2.2480051996317343,81,0.445625,0.5,0.5,0,738,0,0,-0.00015054643154144287,1031.343505859375,0.9808469414710999,-0.00011064655700465664,0.0
258,1,7.5022873104171595,81,0.455625,0.5,0.5,0,994,0,0,-0.00024555716663599014,10439.6083984375,0.62795090675354,0.00014134333468973637,0.0
259,1,1.0599630837677978,82,0.2875,0.25,0.25,0,250,0,0,-0.00039657516754232347,404.9732666015625,1.2130879163742065,2.041769448624109e-06,0.0
260,1,4.238453941739863,82,0.32625,0.25,0.25,0,506,0,0,-8.364891255041584e-05,3689.0830078125,0.9953968524932861,-6.903157191118225e-05,0.0
261,1,2.6474743493599817,83,0.20125,0.0,0.25,0,238,0,0,-0.00033149062073789537,1704.007568359375,0.9797082543373108,0.00014339324843604118,0.0
262,1,3.484135542439617,83,0.43375,0.375,0.375,0,494,0,0,-0.00015141069889068604,3054.6513671875,1.062463641166687,2.243625931441784e-05,0.0
263,1,7.501283145393245,83,0.4425,0.375,0.375,0,750,0,0,-7.823234045645222e-05,10255.3623046875,0.6865041851997375,2.7888454496860504e-06,0.0
264,1,7.533227899519261,84,0.01625,0.0,0.0,0,6,0,0,-0.0001472098083468154,10293.35546875,0.6490271687507629,2.2180922314873897e-05,0.0
265,1,1.7521140156750334,85,0.21,0.125,0.375,0,255,0,0,-0.0005145358736626804,617.6953125,1.1749845743179321,-0.00026021889061667025,0.0
266,1,2.298545157784247,85,0.369375,0.625,0.625,0,511,0,0,-0.00030324235558509827,682.0913696289062,1.1656875610351562,0.00036506992182694376,0.0
267,1,1.782512326608412,86,0.29,0.25,0.375,0,216,0,0,-0.00698673352599144,670.9388427734375,1.0661906003952026,0.0013309699716046453,0.013020833022892475
268,1,2.938071114175955,86,0.430625,0.5,0.5,0,472,0,0,-0.003974750638008118,2561.009765625,1.1574604511260986,0.0067056529223918915,0.0
269,1,8.03448093123734,86,0.5075,0.5,0.5,0,728,0,0,0.00023967151355464011,11904.0634765625,0.6223101019859314,0.00047583412379026413,0.0
270,1,7.952019267715514,86,0.511875,0.5,0.5,0,984,0,0,-1.2725591659545898e-05,11628.17578125,0.5801300406455994,-0.00019799840811174363,0.0
271,1,2.1111351225554245,88,0.26625,0.375,0.5,0,224,0,0,-0.004003352019935846,804.3313598632812,1.1573076248168945,0.0017737714806571603,0.0
272,1,4.940393333708926,88,0.37875,0.5,0.5,0,480,0,0,-0.0004888207768090069,5375.21630859375,0.884959876537323,0.00027415179647505283,0.0
273,1,7.736352645239094,88,0.423125,0.5,0.5,0,736,0,0,-0.00021218694746494293,10867.10546875,0.6652193665504456,0.00017176925030071288,0.0
274,1,5.279335896571865,88,0.5725,0.625,0.625,0,992,0,0,-0.00013775874685961753,5428.15966796875,0.8966862559318542,-4.174909554421902e-05,0.0
275,1,2.303680117474869,89,0.239375,0.0,0.0,0,248,0,0,-0.0008494481444358826,1191.456298828125,1.0760283470153809,0.0003322838747408241,0.0
276,1,0.4629710317822173,90,0.26625,0.0,0.125,0,253,0,0,-0.00035866288817487657,387.1580505371094,1.1893552541732788,1.2771536603395361e-05,0.0
277,1,4.330266362016118,90,0.4075,0.25,0.25,0,509,0,0,0.000157763555762358,4152.375,1.0083028078079224,-0.00014971948985476047,0.0
278,1,4.612847945574686,90,0.545,0.5,0.625,0,765,0,0,-0.0001387844531564042,4251.91064453125,0.9569144248962402,-0.0002469933533575386,0.0
279,1,5.967809695459437,91,0.024375,0.0,0.0,0,21,0,0,-0.00010563433170318604,7536.017578125,0.8235527873039246,-1.9007749870070256e-05,0.0
280,1,1.0590506354665195,92,0.169375,0.125,0.25,0,89,0,0,-0.00028484067297540605,891.1943969726562,1.2236651182174683,-0.0002036352379946038,0.0
281,1,1.684222378738923,92,0.426875,0.375,0.625,0,345,0,0,-0.00019238206732552499,280.7577819824219,1.0937402248382568,-9.96182207018137e-05,0.0
282,1,1.4678370189503767,92,0.5175,0.75,0.875,0,601,0,0,-0.0010053360601887107,355.4042053222656,1.229380488395691,0.0003930625971406698,0.0
283,1,6.239027255156543,92,0.57875,0.875,0.875,0,857,0,0,0.0005377912893891335,8095.76513671875,0.8111577033996582,-0.0003128279931843281,0.0
284,1,4.30101437477424,93,0.2,0.0,0.125,0,113,0,0,0.0003107053635176271,3855.47216796875,0.8929381370544434,-0.00024919575662352145,0.0
285,1,3.083418000864185,93,0.400625,0.25,0.25,0,369,0,0,-2.514570951461792e-05,1783.1920166015625,1.1137982606887817,4.826664735446684e-05,0.0
286,1,5.715398388419999,93,0.55625,0.25,0.375,0,625,0,0,-0.00020770977425854653,6603.74853515625,0.815101146697998,8.446785614069086e-06,0.0
287,1,3.0486616352864075,93,0.575625,0.375,0.375,0,881,0,0,5.2039820729987696e-05,1465.205078125,1.1193698644638062,-0.00017334141011815518,0.0
288,1,3.787880418050918,94,0.155625,0.0,0.0,0,137,0,0,-7.142871618270874e-05,4278.4052734375,0.9396651387214661,1.2059851542289834e-05,0.0
289,1,1.91032478496345,94,0.46125,0.625,0.75,0,393,0,0,-0.00036131683737039566,310.2145690917969,1.0141583681106567,-1.3617488548334222e-05,0.0
290,1,5.103443441734271,94,0.498125,0.75,0.75,0,649,0,0,8.884817361831665e-06,6154.23828125,0.8320074081420898,-4.87727411382366e-05,0.0
291,1,8.02088082768023,94,0.54,0.75,0.75,0,905,0,0,-4.560624438454397e-05,11838.2158203125,0.5726609826087952,-5.1497481763362885e-05,0.0
292,1,3.564807682800165,95,0.210625,0.0,0.25,0,161,0,0,-0.0002143997699022293,3319.626708984375,0.9207237362861633,9.29931047721766e-05,0.0
293,1,4.135193380527198,95,0.4525,0.5,0.625,0,417,0,0,-0.00016386558127123863,3206.5537109375,0.9090490341186523,-1.893448643386364e-05,0.0
294,1,2.3246448998252163,95,0.519375,0.75,0.75,0,673,0,0,-0.00024021323770284653,1128.207763671875,1.1637983322143555,-4.607105438481085e-05,0.0
295,1,6.738951440900564,95,0.5425,0.75,0.75,0,929,0,0,-0.00030094353132881224,8997.552734375,0.6869239807128906,0.00019724438607227057,0.0
296,1,3.7743434153162525,96,0.233125,0.0,0.125,0,185,0,0,-2.5140121579170227e-05,2565.1064453125,1.00088369846344,-3.624571763793938e-05,0.0
297,1,2.273416153038852,96,0.4125,0.375,0.375,0,441,0,0,-0.0005988677148707211,653.9794921875,1.0604451894760132,0.0006751830806024373,0.0
298,1,4.944578836555593,96,0.5025,0.375,0.5,0,697,0,0,0.00013911972928326577,6343.056640625,0.8622549176216125,-0.00034868399961851537,0.0
299,1,6.263308407076693,96,0.63375,0.5,0.5,0,953,0,0,2.49578934017336e-05,8401.509765625,0.7563896179199219,-0.00018466946494299918,0.0
300,1,3.320016041103983,97,0.378125,0.125,0.25,0,209,0,0,-0.00048160614096559584,1498.224853515625,1.0938167572021484,0.0006834504310972989,0.0
