method,train_seed,env_seed,action_seed,eval_mode,coverage,detection,inspection,mission_success,collision,near_miss,invalid_hover
full_ca_hmappo,1,6,101,stochastic,0.008125,0.0,0.0,0.0,1,7,0
full_ca_hmappo,1,6,102,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,6,103,stochastic,0.0075,0.0,0.0,0.0,0,11,0
full_ca_hmappo,1,6,104,stochastic,0.008125,0.0,0.0,0.0,0,1,0
full_ca_hmappo,1,6,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,7,100,stochastic,0.008125,0.0,0.0,0.0,0,2,0
full_ca_hmappo,1,7,101,stochastic,0.0075,0.0,0.0,0.0,1,18,0
full_ca_hmappo,1,7,102,stochastic,0.00875,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,7,103,stochastic,0.00875,0.0,0.0,0.0,0,18,0
full_ca_hmappo,1,7,104,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,7,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,8,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,8,101,stochastic,0.008125,0.0,0.0,0.0,1,18,0
full_ca_hmappo,1,8,102,stochastic,0.009375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,8,103,stochastic,0.0075,0.0,0.0,0.0,0,10,0
full_ca_hmappo,1,8,104,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,8,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,9,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,9,101,stochastic,0.008125,0.0,0.0,0.0,1,8,0
full_ca_hmappo,1,9,102,stochastic,0.01,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,9,103,stochastic,0.00875,0.0,0.0,0.0,1,2,0
full_ca_hmappo,1,9,104,stochastic,0.008125,0.0,0.0,0.0,0,2,0
full_ca_hmappo,1,9,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,10,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,10,101,stochastic,0.0075,0.0,0.0,0.0,1,13,0
full_ca_hmappo,1,10,102,stochastic,0.009375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,10,103,stochastic,0.0075,0.0,0.0,0.0,0,11,0
full_ca_hmappo,1,10,104,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,10,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,11,100,stochastic,0.008125,0.0,0.0,0.0,0,1,0
full_ca_hmappo,1,11,101,stochastic,0.0075,0.0,0.0,0.0,1,21,0
full_ca_hmappo,1,11,102,stochastic,0.009375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,11,103,stochastic,0.00875,0.0,0.0,0.0,0,19,0
full_ca_hmappo,1,11,104,stochastic,0.008125,0.0,0.0,0.0,0,1,0
full_ca_hmappo,1,11,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,12,100,stochastic,0.0075,0.0,0.0,0.0,0,2,0
full_ca_hmappo,1,12,101,stochastic,0.008125,0.0,0.0,0.0,1,13,0
full_ca_hmappo,1,12,102,stochastic,0.009375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,12,103,stochastic,0.0075,0.0,0.0,0.0,0,11,0
full_ca_hmappo,1,12,104,stochastic,0.008125,0.0,0.0,0.0,0,1,0
full_ca_hmappo,1,12,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,13,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,13,101,stochastic,0.008125,0.0,0.0,0.0,1,11,0
full_ca_hmappo,1,13,102,stochastic,0.01,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,13,103,stochastic,0.0075,0.0,0.0,0.0,0,11,0
full_ca_hmappo,1,13,104,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,13,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,14,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,14,101,stochastic,0.0075,0.0,0.0,0.0,1,9,0
full_ca_hmappo,1,14,102,stochastic,0.01,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,14,103,stochastic,0.0075,0.0,0.0,0.0,0,15,0
full_ca_hmappo,1,14,104,stochastic,0.008125,0.0,0.0,0.0,0,2,0
full_ca_hmappo,1,14,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,15,100,stochastic,0.00875,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,15,101,stochastic,0.0075,0.0,0.0,0.0,1,17,0
full_ca_hmappo,1,15,102,stochastic,0.01,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,15,103,stochastic,0.0075,0.0,0.0,0.0,0,10,0
full_ca_hmappo,1,15,104,stochastic,0.008125,0.0,0.0,0.0,0,1,0
full_ca_hmappo,1,15,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,16,100,stochastic,0.008125,0.0,0.0,0.0,0,3,0
full_ca_hmappo,1,16,101,stochastic,0.0075,0.0,0.0,0.0,1,16,0
full_ca_hmappo,1,16,102,stochastic,0.01,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,16,103,stochastic,0.0075,0.0,0.0,0.0,1,2,0
full_ca_hmappo,1,16,104,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,16,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,17,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,17,101,stochastic,0.0075,0.0,0.0,0.0,1,14,0
full_ca_hmappo,1,17,102,stochastic,0.009375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,17,103,stochastic,0.00875,0.0,0.0,0.0,0,19,0
full_ca_hmappo,1,17,104,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,17,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,18,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,18,101,stochastic,0.008125,0.0,0.0,0.0,1,9,0
full_ca_hmappo,1,18,102,stochastic,0.01,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,18,103,stochastic,0.0075,0.0,0.0,0.0,0,17,0
full_ca_hmappo,1,18,104,stochastic,0.008125,0.0,0.0,0.0,0,1,0
full_ca_hmappo,1,18,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,19,100,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,19,101,stochastic,0.0075,0.0,0.0,0.0,1,13,0
full_ca_hmappo,1,19,102,stochastic,0.009375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,19,103,stochastic,0.00875,0.0,0.0,0.0,1,2,0
full_ca_hmappo,1,19,104,stochastic,0.008125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,1,19,NA,deterministic,0.00625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,0,100,stochastic,0.7525,0.875,0.625,0.0,0,2,0
full_ca_hmappo,2,0,101,stochastic,0.03125,0.125,0.0,0.0,1,5,0
full_ca_hmappo,2,0,102,stochastic,0.600625,0.375,0.25,0.0,0,4,0
full_ca_hmappo,2,0,103,stochastic,0.689375,0.625,0.5,0.0,1,4,0
full_ca_hmappo,2,0,104,stochastic,0.76875,0.75,0.625,0.0,0,1,0
full_ca_hmappo,2,0,NA,deterministic,0.165625,0.25,0.0,0.0,0,0,0
full_ca_hmappo,2,1,100,stochastic,0.630625,0.625,0.375,0.0,0,9,0
full_ca_hmappo,2,1,101,stochastic,0.66125,0.75,0.625,0.0,0,3,0
full_ca_hmappo,2,1,102,stochastic,0.7125,0.75,0.625,0.0,0,4,0
full_ca_hmappo,2,1,103,stochastic,0.761875,0.75,0.5,0.0,0,5,0
full_ca_hmappo,2,1,104,stochastic,0.775625,0.875,0.5,0.0,0,1,0
full_ca_hmappo,2,1,NA,deterministic,0.155625,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,2,100,stochastic,0.8125,1.0,0.75,0.0,0,0,0
full_ca_hmappo,2,2,101,stochastic,0.599375,0.875,0.75,0.0,0,3,0
full_ca_hmappo,2,2,102,stochastic,0.58875,0.75,0.625,0.0,0,13,0
full_ca_hmappo,2,2,103,stochastic,0.52125,0.75,0.625,0.0,0,12,0
full_ca_hmappo,2,2,104,stochastic,0.829375,0.875,0.5,0.0,0,1,0
full_ca_hmappo,2,2,NA,deterministic,0.181875,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,3,100,stochastic,0.598125,0.875,0.25,0.0,1,2,0
full_ca_hmappo,2,3,101,stochastic,0.033125,0.0,0.0,0.0,1,2,0
full_ca_hmappo,2,3,102,stochastic,0.83625,1.0,0.75,0.0,0,0,0
full_ca_hmappo,2,3,103,stochastic,0.081875,0.25,0.0,0.0,1,1,0
full_ca_hmappo,2,3,104,stochastic,0.529375,0.625,0.375,0.0,1,2,0
full_ca_hmappo,2,3,NA,deterministic,0.174375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,4,100,stochastic,0.676875,0.25,0.25,0.0,0,2,0
full_ca_hmappo,2,4,101,stochastic,0.38875,0.125,0.0,0.0,1,7,0
full_ca_hmappo,2,4,102,stochastic,0.71375,0.625,0.5,0.0,0,14,0
full_ca_hmappo,2,4,103,stochastic,0.785,0.5,0.25,0.0,0,0,0
full_ca_hmappo,2,4,104,stochastic,0.523125,0.625,0.25,0.0,1,5,0
full_ca_hmappo,2,4,NA,deterministic,0.143125,0.0,0.0,0.0,0,279,0
full_ca_hmappo,2,5,100,stochastic,0.590625,0.625,0.375,0.0,0,1,0
full_ca_hmappo,2,5,101,stochastic,0.68875,0.625,0.25,0.0,0,9,0
full_ca_hmappo,2,5,102,stochastic,0.475,0.375,0.375,0.0,0,5,0
full_ca_hmappo,2,5,103,stochastic,0.631875,0.5,0.375,0.0,0,3,0
full_ca_hmappo,2,5,104,stochastic,0.686875,0.875,0.5,0.0,0,2,0
full_ca_hmappo,2,5,NA,deterministic,0.17,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,6,100,stochastic,0.50375,0.375,0.25,0.0,1,3,0
full_ca_hmappo,2,6,101,stochastic,0.383125,0.125,0.125,0.0,1,2,0
full_ca_hmappo,2,6,102,stochastic,0.7575,0.625,0.625,0.0,0,11,0
full_ca_hmappo,2,6,103,stochastic,0.52875,0.25,0.25,0.0,1,5,0
full_ca_hmappo,2,6,104,stochastic,0.530625,0.25,0.0,0.0,1,2,0
full_ca_hmappo,2,6,NA,deterministic,0.169375,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,7,100,stochastic,0.75125,0.75,0.625,0.0,0,2,0
full_ca_hmappo,2,7,101,stochastic,0.05125,0.0,0.0,0.0,1,1,0
full_ca_hmappo,2,7,102,stochastic,0.545,0.75,0.5,0.0,1,8,0
full_ca_hmappo,2,7,103,stochastic,0.698125,0.75,0.75,0.0,0,5,0
full_ca_hmappo,2,7,104,stochastic,0.765625,0.75,0.625,0.0,0,3,0
full_ca_hmappo,2,7,NA,deterministic,0.17,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,8,100,stochastic,0.61875,0.625,0.625,0.0,0,6,0
full_ca_hmappo,2,8,101,stochastic,0.60875,0.75,0.75,0.0,0,7,0
full_ca_hmappo,2,8,102,stochastic,0.701875,0.75,0.75,0.0,0,9,0
full_ca_hmappo,2,8,103,stochastic,0.720625,1.0,0.75,0.0,0,13,0
full_ca_hmappo,2,8,104,stochastic,0.42625,0.5,0.125,0.0,1,2,0
full_ca_hmappo,2,8,NA,deterministic,0.120625,0.0,0.0,0.0,0,144,0
full_ca_hmappo,2,9,100,stochastic,0.724375,0.5,0.125,0.0,0,3,0
full_ca_hmappo,2,9,101,stochastic,0.655625,0.625,0.375,0.0,0,7,0
full_ca_hmappo,2,9,102,stochastic,0.2,0.25,0.125,0.0,1,6,0
full_ca_hmappo,2,9,103,stochastic,0.6775,0.5,0.25,0.0,0,2,0
full_ca_hmappo,2,9,104,stochastic,0.358125,0.375,0.0,0.0,1,0,0
full_ca_hmappo,2,9,NA,deterministic,0.168125,0.0,0.0,0.0,0,0,0
full_ca_hmappo,2,10,100,stochastic,0.724375,0.5,0.375,0.0,0,6,0
full_ca_hmappo,2,10,101,stochastic,0.68375,0.625,0.375,0.0,0,5,0
full_ca_hmappo,2,10,102,stochastic,0.51875,0.375,0.375,0.0,0,5,0
full_ca_hmappo,2,10,103,stochastic,0.60875,0.5,0.5,0.0,0,1,0
full_ca_hmappo,2,10,104,stochastic,0.730625,0.625,0.25,0.0,0,2,0
full_ca_hmappo,2,10,NA,deterministic,0.119375,0.0,0.0,0.0,0,317,0
full_ca_hmappo,2,11,100,stochastic,0.590625,0.625,0.625,0.0,1,3,0
full_ca_hmappo,2,11,101,stochastic,0.51375,0.375,0.375,0.0,1,14,0
full_ca_hmappo,2,11,102,stochastic,0.775,0.75,0.5,0.0,0,8,0
full_ca_hmappo,2,11,103,stochastic,0.570625,0.625,0.625,0.0,0,3,0
full_ca_hmappo,2,11,104,stochastic,0.798125,0.625,0.5,0.0,0,2,0
full_ca_hmappo,2,11,NA,deterministic,0.119375,0.0,0.0,0.0,0,56,0
full_ca_hmappo,2,12,100,stochastic,0.86,0.75,0.625,0.0,0,0,0
full_ca_hmappo,2,12,101,stochastic,0.57375,0.625,0.625,0.0,0,6,0
